SampleID,DistrictID,CategoryID,TestResult,AdulterantFound,DateTested
SMP001598,3,16,Pass,None,2024-02-28
SMP001599,3,16,Pass,None,2024-02-28
SMP001600,24,13,Pass,None,2024-02-28
SMP001601,5,16,Fail,Synthetic Color,2024-02-28
SMP001602,9,15,Pass,None,2024-02-28
SMP001603,6,12,Pass,None,2024-02-28
SMP001604,9,2,Fail,Starch,2024-02-28
SMP001605,2,1,Fail,Urea,2024-02-28
SMP001606,15,14,Pass,None,2024-02-28
SMP001607,2,8,Pass,None,2024-02-28
SMP001608,22,14,Pass,None,2024-02-28
SMP001609,6,5,Fail,Chalk Powder,2024-02-28
SMP001610,16,6,Pass,None,2024-02-28
SMP001611,23,12,Pass,None,2024-02-28
SMP001612,18,15,Pass,None,2024-02-28
SMP001613,16,2,Pass,None,2024-02-28
SMP001614,9,14,Pass,None,2024-02-28
SMP001615,9,13,Fail,Detergent,2024-02-28
SMP001616,19,5,Fail,Urea,2024-02-28
SMP001617,26,5,Pass,None,2024-02-28
SMP001618,18,1,Fail,Synthetic Color,2024-02-29
SMP001619,16,1,Pass,None,2024-02-29
SMP001620,20,7,Pass,None,2024-02-29
SMP001621,13,2,Fail,Detergent,2024-02-29
SMP001622,2,3,Pass,None,2024-02-29
SMP001623,16,14,Pass,None,2024-02-29
SMP001624,25,9,Pass,None,2024-02-29
SMP001625,5,11,Pass,None,2024-02-29
SMP001626,19,3,Pass,None,2024-02-29
SMP001627,5,14,Pass,None,2024-02-29
SMP001628,16,15,Pass,None,2024-02-29
SMP001629,3,8,Pass,None,2024-02-29
SMP001630,13,15,Pass,None,2024-02-29
SMP001631,21,14,Pass,None,2024-02-29
SMP001632,9,12,Pass,None,2024-02-29
SMP001633,18,12,Pass,None,2024-02-29
SMP001634,22,2,Pass,None,2024-02-29
SMP001635,24,4,Fail,Urea,2024-02-29
SMP001636,6,1,Pass,None,2024-02-29
SMP001637,10,1,Pass,None,2024-02-29
SMP001638,5,3,Pass,None,2024-02-29
SMP001639,26,15,Pass,None,2024-02-29
SMP001640,24,4,Pass,None,2024-02-29
SMP001641,16,16,Pass,None,2024-02-29
SMP001642,23,10,Pass,None,2024-02-29
SMP001643,15,4,Fail,Starch,2024-02-29
SMP001644,17,8,Fail,Urea,2024-02-29
SMP001645,3,4,Pass,None,2024-03-01
SMP001646,21,16,Pass,None,2024-03-01
SMP001647,4,14,Fail,Detergent,2024-03-01
SMP001648,23,1,Fail,Starch,2024-03-01
SMP001649,22,16,Fail,Synthetic Color,2024-03-01
SMP001650,19,12,Pass,None,2024-03-01
SMP001651,2,2,Fail,Chalk Powder,2024-03-01
SMP001652,8,11,Fail,Urea,2024-03-01
SMP001653,7,11,Fail,Formalin,2024-03-01
SMP001654,9,4,Pass,None,2024-03-01
SMP001655,3,12,Pass,None,2024-03-01
SMP001656,25,2,Pass,None,2024-03-01
SMP001657,16,8,Fail,Detergent,2024-03-01
SMP001658,8,1,Pass,None,2024-03-01
SMP001659,10,16,Fail,Formalin,2024-03-01
SMP001660,13,12,Fail,Formalin,2024-03-01
SMP001661,17,3,Pass,None,2024-03-01
SMP001662,15,5,Pass,None,2024-03-01
SMP001663,24,3,Pass,None,2024-03-01
SMP001664,14,13,Pass,None,2024-03-01
SMP001665,26,1,Fail,Urea,2024-03-01
SMP001666,23,14,Pass,None,2024-03-01
SMP001667,5,16,Fail,Formalin,2024-03-01
SMP001668,24,11,Fail,Chalk Powder,2024-03-01
SMP001669,4,4,Fail,Starch,2024-03-01
SMP001670,22,5,Pass,None,2024-03-01
SMP001671,10,7,Pass,None,2024-03-01
SMP001672,23,10,Fail,Chalk Powder,2024-03-01
SMP001673,23,11,Fail,Synthetic Color,2024-03-02
SMP001674,22,9,Pass,None,2024-03-02
SMP001675,22,5,Pass,None,2024-03-02
SMP001676,8,15,Pass,None,2024-03-02
SMP001677,3,2,Fail,Synthetic Color,2024-03-02
SMP001678,11,7,Pass,None,2024-03-02
SMP001679,5,13,Pass,None,2024-03-02
SMP001680,19,1,Pass,None,2024-03-02
SMP001681,9,12,Fail,Formalin,2024-03-02
SMP001682,25,14,Pass,None,2024-03-02
SMP001683,18,11,Fail,Detergent,2024-03-02
SMP001684,22,1,Pass,None,2024-03-02
SMP001685,4,3,Fail,Formalin,2024-03-02
SMP001686,23,5,Pass,None,2024-03-02
SMP001687,24,4,Fail,Detergent,2024-03-02
SMP001688,14,16,Pass,None,2024-03-02
SMP001689,17,11,Pass,None,2024-03-02
SMP001690,21,5,Pass,None,2024-03-02
SMP001691,5,15,Pass,None,2024-03-02
SMP001692,14,12,Fail,Chalk Powder,2024-03-02
SMP001693,10,5,Fail,Synthetic Color,2024-03-02
SMP001694,5,6,Pass,None,2024-03-02
SMP001695,9,3,Pass,None,2024-03-02
SMP001696,2,16,Fail,Starch,2024-03-02
SMP001697,1,8,Pass,None,2024-03-02
SMP001698,4,15,Fail,Detergent,2024-03-02
SMP001699,25,5,Pass,None,2024-03-02
SMP001700,16,14,Fail,Synthetic Color,2024-03-03
SMP001701,25,1,Fail,Urea,2024-03-03
SMP001702,12,16,Fail,Formalin,2024-03-03
SMP001703,8,15,Pass,None,2024-03-03
SMP001704,15,6,Fail,Chalk Powder,2024-03-03
SMP001705,12,13,Pass,None,2024-03-03
SMP001706,3,12,Pass,None,2024-03-03
SMP001707,18,15,Fail,Detergent,2024-03-03
SMP001708,6,5,Pass,None,2024-03-03
SMP001709,17,7,Pass,None,2024-03-03
SMP001710,18,15,Pass,None,2024-03-03
SMP001711,5,13,Pass,None,2024-03-03
SMP001712,2,6,Fail,Starch,2024-03-03
SMP001713,22,14,Pass,None,2024-03-03
SMP001714,13,1,Fail,Formalin,2024-03-03
SMP001715,2,13,Pass,None,2024-03-03
SMP001716,26,4,Pass,None,2024-03-03
SMP001717,2,5,Fail,Chalk Powder,2024-03-03
SMP001718,19,8,Pass,None,2024-03-03
SMP001719,26,7,Fail,Chalk Powder,2024-03-03
SMP001720,6,8,Pass,None,2024-03-03
SMP001721,5,9,Pass,None,2024-03-03
SMP001722,4,5,Fail,Chalk Powder,2024-03-03
SMP001723,8,3,Fail,Synthetic Color,2024-03-03
SMP001724,3,13,Fail,Chalk Powder,2024-03-03
SMP001725,19,6,Pass,None,2024-03-03
SMP001726,2,8,Pass,None,2024-03-03
SMP001727,15,11,Pass,None,2024-03-04
SMP001728,26,15,Pass,None,2024-03-04
SMP001729,22,12,Fail,Synthetic Color,2024-03-04
SMP001730,17,1,Fail,Synthetic Color,2024-03-04
SMP001731,8,14,Pass,None,2024-03-04
SMP001732,17,16,Pass,None,2024-03-04
SMP001733,15,7,Pass,None,2024-03-04
SMP001734,12,16,Pass,None,2024-03-04
SMP001735,4,9,Pass,None,2024-03-04
SMP001736,24,7,Fail,Detergent,2024-03-04
SMP001737,13,5,Pass,None,2024-03-04
SMP001738,5,11,Fail,Chalk Powder,2024-03-04
SMP001739,9,4,Pass,None,2024-03-04
SMP001740,12,2,Fail,Urea,2024-03-04
SMP001741,23,1,Pass,None,2024-03-04
SMP001742,20,5,Pass,None,2024-03-04
SMP001743,21,6,Pass,None,2024-03-04
SMP001744,1,9,Pass,None,2024-03-04
SMP001745,12,5,Pass,None,2024-03-04
SMP001746,14,16,Fail,Urea,2024-03-04
SMP001747,1,5,Pass,None,2024-03-04
SMP001748,7,7,Fail,Synthetic Color,2024-03-04
SMP001749,21,2,Fail,Formalin,2024-03-04
SMP001750,4,4,Pass,None,2024-03-04
SMP001751,16,1,Pass,None,2024-03-04
SMP001752,6,9,Fail,Starch,2024-03-04
SMP001753,1,12,Pass,None,2024-03-04
SMP001754,7,3,Fail,Formalin,2024-03-04
SMP001755,25,6,Pass,None,2024-03-05
SMP001756,22,1,Pass,None,2024-03-05
SMP001757,25,14,Pass,None,2024-03-05
SMP001758,14,13,Fail,Detergent,2024-03-05
SMP001759,3,1,Fail,Urea,2024-03-05
SMP001760,16,6,Fail,Starch,2024-03-05
SMP001761,13,16,Fail,Synthetic Color,2024-03-05
SMP001762,23,6,Pass,None,2024-03-05
SMP001763,3,9,Pass,None,2024-03-05
SMP001764,14,5,Pass,None,2024-03-05
SMP001765,5,10,Pass,None,2024-03-05
SMP001766,9,16,Pass,None,2024-03-05
SMP001767,20,16,Fail,Synthetic Color,2024-03-05
SMP001768,14,13,Fail,Detergent,2024-03-05
SMP001769,9,6,Pass,None,2024-03-05
SMP001770,10,8,Pass,None,2024-03-05
SMP001771,13,5,Pass,None,2024-03-05
SMP001772,22,16,Pass,None,2024-03-05
SMP001773,24,12,Fail,Detergent,2024-03-05
SMP001774,25,7,Pass,None,2024-03-05
SMP001775,22,1,Pass,None,2024-03-05
SMP001776,8,8,Pass,None,2024-03-05
SMP001777,19,16,Pass,None,2024-03-05
SMP001778,12,8,Pass,None,2024-03-05
SMP001779,7,3,Pass,None,2024-03-05
SMP001780,23,1,Pass,None,2024-03-05
SMP001781,2,5,Fail,Chalk Powder,2024-03-05
SMP001782,24,15,Pass,None,2024-03-06
SMP001783,13,16,Fail,Detergent,2024-03-06
SMP001784,18,16,Pass,None,2024-03-06
SMP001785,18,12,Pass,None,2024-03-06
SMP001786,24,9,Pass,None,2024-03-06
SMP001787,18,10,Fail,Detergent,2024-03-06
SMP001788,17,9,Pass,None,2024-03-06
SMP001789,2,12,Pass,None,2024-03-06
SMP001790,15,6,Fail,Synthetic Color,2024-03-06
SMP001791,5,11,Fail,Synthetic Color,2024-03-06
SMP001792,20,2,Pass,None,2024-03-06
SMP001793,15,4,Pass,None,2024-03-06
SMP001794,19,14,Pass,None,2024-03-06
SMP001795,2,15,Pass,None,2024-03-06
SMP001796,3,9,Pass,None,2024-03-06
SMP001797,19,1,Pass,None,2024-03-06
SMP001798,2,15,Pass,None,2024-03-06
SMP001799,2,12,Pass,None,2024-03-06
SMP001800,1,6,Pass,None,2024-03-06
SMP001801,25,10,Pass,None,2024-03-06
SMP001802,20,6,Pass,None,2024-03-06
SMP001803,9,7,Pass,None,2024-03-06
SMP001804,8,15,Pass,None,2024-03-06
SMP001805,9,3,Pass,None,2024-03-06
SMP001806,21,2,Pass,None,2024-03-06
SMP001807,18,1,Fail,Detergent,2024-03-06
SMP001808,5,5,Pass,None,2024-03-06
SMP001809,5,3,Pass,None,2024-03-06
SMP001810,3,4,Fail,Synthetic Color,2024-03-07
SMP001811,18,1,Pass,None,2024-03-07
SMP001812,21,4,Fail,Detergent,2024-03-07
SMP001813,7,5,Pass,None,2024-03-07
SMP001814,1,1,Pass,None,2024-03-07
SMP001815,3,10,Pass,None,2024-03-07
SMP001816,25,9,Pass,None,2024-03-07
SMP001817,8,2,Pass,None,2024-03-07
SMP001818,21,10,Pass,None,2024-03-07
SMP001819,17,16,Pass,None,2024-03-07
SMP001820,10,16,Fail,Starch,2024-03-07
SMP001821,5,1,Fail,Detergent,2024-03-07
SMP001822,4,13,Pass,None,2024-03-07
SMP001823,17,5,Pass,None,2024-03-07
SMP001824,21,1,Fail,Chalk Powder,2024-03-07
SMP001825,18,5,Fail,Detergent,2024-03-07
SMP001826,16,5,Fail,Starch,2024-03-07
SMP001827,2,8,Pass,None,2024-03-07
SMP001828,25,11,Pass,None,2024-03-07
SMP001829,22,12,Fail,Urea,2024-03-07
SMP001830,8,4,Fail,Formalin,2024-03-07
SMP001831,25,5,Pass,None,2024-03-07
SMP001832,17,5,Fail,Detergent,2024-03-07
SMP001833,17,6,Pass,None,2024-03-07
SMP001834,21,16,Pass,None,2024-03-07
SMP001835,22,13,Pass,None,2024-03-07
SMP001836,18,16,Fail,Starch,2024-03-07
SMP001837,4,11,Fail,Starch,2024-03-08
SMP001838,9,6,Pass,None,2024-03-08
SMP001839,24,6,Pass,None,2024-03-08
SMP001840,6,8,Pass,None,2024-03-08
SMP001841,9,6,Fail,Synthetic Color,2024-03-08
SMP001842,12,14,Pass,None,2024-03-08
SMP001843,12,7,Fail,Chalk Powder,2024-03-08
SMP001844,17,5,Pass,None,2024-03-08
SMP001845,25,13,Fail,Detergent,2024-03-08
SMP001846,7,14,Pass,None,2024-03-08
SMP001847,4,6,Fail,Chalk Powder,2024-03-08
SMP001848,5,11,Pass,None,2024-03-08
SMP001849,24,1,Pass,None,2024-03-08
SMP001850,18,9,Pass,None,2024-03-08
SMP001851,8,1,Fail,Starch,2024-03-08
SMP001852,22,1,Pass,None,2024-03-08
SMP001853,23,10,Pass,None,2024-03-08
SMP001854,23,5,Pass,None,2024-03-08
SMP001855,24,12,Pass,None,2024-03-08
SMP001856,7,15,Pass,None,2024-03-08
SMP001857,21,2,Fail,Chalk Powder,2024-03-08
SMP001858,13,12,Pass,None,2024-03-08
SMP001859,23,8,Pass,None,2024-03-08
SMP001860,20,2,Pass,None,2024-03-08
SMP001861,21,11,Pass,None,2024-03-08
SMP001862,18,10,Pass,None,2024-03-08
SMP001863,5,8,Pass,None,2024-03-08
SMP001864,16,15,Fail,Urea,2024-03-09
SMP001865,26,8,Pass,None,2024-03-09
SMP001866,25,16,Pass,None,2024-03-09
SMP001867,2,8,Fail,Urea,2024-03-09
SMP001868,5,2,Pass,None,2024-03-09
SMP001869,4,7,Pass,None,2024-03-09
SMP001870,20,3,Pass,None,2024-03-09
SMP001871,22,10,Pass,None,2024-03-09
SMP001872,6,11,Pass,None,2024-03-09
SMP001873,15,7,Pass,None,2024-03-09
SMP001874,23,2,Pass,None,2024-03-09
SMP001875,20,7,Fail,Formalin,2024-03-09
SMP001876,16,2,Pass,None,2024-03-09
SMP001877,17,11,Pass,None,2024-03-09
SMP001878,15,13,Pass,None,2024-03-09
SMP001879,8,16,Pass,None,2024-03-09
SMP001880,16,3,Fail,Synthetic Color,2024-03-09
SMP001881,19,9,Fail,Chalk Powder,2024-03-09
SMP001882,23,9,Pass,None,2024-03-09
SMP001883,18,15,Fail,Synthetic Color,2024-03-09
SMP001884,21,10,Pass,None,2024-03-09
SMP001885,5,3,Pass,None,2024-03-09
SMP001886,13,6,Fail,Synthetic Color,2024-03-09
SMP001887,1,11,Fail,Detergent,2024-03-09
SMP001888,7,12,Fail,Chalk Powder,2024-03-09
SMP001889,20,15,Fail,Urea,2024-03-09
SMP001890,26,3,Fail,Detergent,2024-03-09
SMP001891,3,16,Pass,None,2024-03-09
SMP001892,11,1,Pass,None,2024-03-10
SMP001893,22,16,Fail,Starch,2024-03-10
SMP001894,5,14,Pass,None,2024-03-10
SMP001895,16,11,Fail,Formalin,2024-03-10
SMP001896,20,12,Pass,None,2024-03-10
SMP001897,17,1,Fail,Chalk Powder,2024-03-10
SMP001898,5,1,Fail,Formalin,2024-03-10
SMP001899,9,2,Pass,None,2024-03-10
SMP001900,22,2,Pass,None,2024-03-10
SMP001901,16,9,Pass,None,2024-03-10
SMP001902,1,4,Pass,None,2024-03-10
SMP001903,21,14,Fail,Detergent,2024-03-10
SMP001904,1,7,Pass,None,2024-03-10
SMP001905,21,11,Pass,None,2024-03-10
SMP001906,5,11,Fail,Chalk Powder,2024-03-10
SMP001907,25,5,Fail,Formalin,2024-03-10
SMP001908,9,4,Pass,None,2024-03-10
SMP001909,9,5,Pass,None,2024-03-10
SMP001910,5,13,Pass,None,2024-03-10
SMP001911,8,10,Pass,None,2024-03-10
SMP001912,23,4,Pass,None,2024-03-10
SMP001913,26,14,Pass,None,2024-03-10
SMP001914,9,1,Pass,None,2024-03-10
SMP001915,13,12,Pass,None,2024-03-10
SMP001916,19,7,Pass,None,2024-03-10
SMP001917,24,12,Pass,None,2024-03-10
SMP001918,17,15,Pass,None,2024-03-10
SMP001919,10,12,Pass,None,2024-03-11
SMP001920,11,7,Pass,None,2024-03-11
SMP001921,19,3,Fail,Detergent,2024-03-11
SMP001922,1,13,Pass,None,2024-03-11
SMP001923,17,7,Pass,None,2024-03-11
SMP001924,9,1,Pass,None,2024-03-11
SMP001925,22,12,Pass,None,2024-03-11
SMP001926,3,5,Pass,None,2024-03-11
SMP001927,17,1,Fail,Synthetic Color,2024-03-11
SMP001928,14,15,Pass,None,2024-03-11
SMP001929,18,8,Fail,Starch,2024-03-11
SMP001930,2,4,Pass,None,2024-03-11
SMP001931,17,12,Fail,Synthetic Color,2024-03-11
SMP001932,16,15,Pass,None,2024-03-11
SMP001933,16,1,Pass,None,2024-03-11
SMP001934,17,11,Pass,None,2024-03-11
SMP001935,19,13,Pass,None,2024-03-11
SMP001936,22,4,Pass,None,2024-03-11
SMP001937,7,8,Pass,None,2024-03-11
SMP001938,23,2,Pass,None,2024-03-11
SMP001939,14,12,Fail,Formalin,2024-03-11
SMP001940,2,14,Fail,Starch,2024-03-11
SMP001941,2,2,Fail,Urea,2024-03-11
SMP001942,9,14,Pass,None,2024-03-11
SMP001943,22,13,Fail,Detergent,2024-03-11
SMP001944,19,5,Pass,None,2024-03-11
SMP001945,22,11,Fail,Starch,2024-03-11
SMP001946,15,1,Pass,None,2024-03-11
SMP001947,12,15,Pass,None,2024-03-12
SMP001948,5,9,Pass,None,2024-03-12
SMP001949,9,10,Pass,None,2024-03-12
SMP001950,12,11,Pass,None,2024-03-12
SMP001951,3,9,Fail,Chalk Powder,2024-03-12
SMP001952,6,14,Pass,None,2024-03-12
SMP001953,17,10,Pass,None,2024-03-12
SMP001954,20,15,Fail,Detergent,2024-03-12
SMP001955,26,10,Fail,Starch,2024-03-12
SMP001956,24,3,Pass,None,2024-03-12
SMP001957,18,15,Fail,Formalin,2024-03-12
SMP001958,12,11,Pass,None,2024-03-12
SMP001959,18,12,Fail,Synthetic Color,2024-03-12
SMP001960,22,16,Pass,None,2024-03-12
SMP001961,4,1,Pass,None,2024-03-12
SMP001962,11,6,Pass,None,2024-03-12
SMP001963,23,4,Fail,Chalk Powder,2024-03-12
SMP001964,10,11,Pass,None,2024-03-12
SMP001965,16,13,Pass,None,2024-03-12
SMP001966,17,16,Pass,None,2024-03-12
SMP001967,5,7,Pass,None,2024-03-12
SMP001968,9,13,Pass,None,2024-03-12
SMP001969,9,15,Pass,None,2024-03-12
SMP001970,1,11,Pass,None,2024-03-12
SMP001971,1,4,Fail,Formalin,2024-03-12
SMP001972,23,10,Pass,None,2024-03-12
SMP001973,7,16,Pass,None,2024-03-12
SMP001974,15,16,Fail,Chalk Powder,2024-03-13
SMP001975,8,11,Pass,None,2024-03-13
SMP001976,25,15,Pass,None,2024-03-13
SMP001977,7,3,Fail,Chalk Powder,2024-03-13
SMP001978,12,4,Fail,Urea,2024-03-13
SMP001979,23,16,Pass,None,2024-03-13
SMP001980,23,2,Pass,None,2024-03-13
SMP001981,5,3,Pass,None,2024-03-13
SMP001982,22,6,Fail,Chalk Powder,2024-03-13
SMP001983,13,10,Pass,None,2024-03-13
SMP001984,14,10,Fail,Formalin,2024-03-13
SMP001985,4,5,Pass,None,2024-03-13
SMP001986,3,15,Pass,None,2024-03-13
SMP001987,20,15,Fail,Starch,2024-03-13
SMP001988,14,6,Fail,Urea,2024-03-13
SMP001989,12,6,Pass,None,2024-03-13
SMP001990,20,12,Fail,Starch,2024-03-13
SMP001991,21,11,Pass,None,2024-03-13
SMP001992,5,6,Pass,None,2024-03-13
SMP001993,17,6,Pass,None,2024-03-13
SMP001994,4,5,Pass,None,2024-03-13
SMP001995,21,4,Pass,None,2024-03-13
SMP001996,18,7,Fail,Synthetic Color,2024-03-13
SMP001997,25,11,Fail,Chalk Powder,2024-03-13
SMP001998,2,12,Pass,None,2024-03-13
SMP001999,2,13,Pass,None,2024-03-13
SMP002000,8,6,Fail,Detergent,2024-03-13
SMP002001,7,13,Pass,None,2024-03-14
SMP002002,7,1,Pass,None,2024-03-14
SMP002003,24,7,Pass,None,2024-03-14
SMP002004,7,13,Pass,None,2024-03-14
SMP002005,7,11,Fail,Synthetic Color,2024-03-14
SMP002006,21,7,Fail,Synthetic Color,2024-03-14
SMP002007,13,11,Pass,None,2024-03-14
SMP002008,21,15,Fail,Chalk Powder,2024-03-14
SMP002009,2,9,Pass,None,2024-03-14
SMP002010,14,13,Pass,None,2024-03-14
SMP002011,1,16,Pass,None,2024-03-14
SMP002012,2,12,Fail,Synthetic Color,2024-03-14
SMP002013,24,9,Fail,Starch,2024-03-14
SMP002014,4,1,Pass,None,2024-03-14
SMP002015,16,6,Pass,None,2024-03-14
SMP002016,11,9,Pass,None,2024-03-14
SMP002017,9,13,Pass,None,2024-03-14
SMP002018,24,7,Pass,None,2024-03-14
SMP002019,1,16,Pass,None,2024-03-14
SMP002020,18,4,Pass,None,2024-03-14
SMP002021,25,12,Pass,None,2024-03-14
SMP002022,16,6,Pass,None,2024-03-14
SMP002023,25,8,Fail,Detergent,2024-03-14
SMP002024,2,13,Fail,Starch,2024-03-14
SMP002025,12,5,Pass,None,2024-03-14
SMP002026,7,2,Fail,Urea,2024-03-14
SMP002027,20,8,Fail,Chalk Powder,2024-03-14
SMP002028,26,9,Pass,None,2024-03-14
SMP002029,7,13,Pass,None,2024-03-15
SMP002030,18,16,Pass,None,2024-03-15
SMP002031,5,1,Pass,None,2024-03-15
SMP002032,16,10,Fail,Starch,2024-03-15
SMP002033,13,11,Fail,Synthetic Color,2024-03-15
SMP002034,25,16,Pass,None,2024-03-15
SMP002035,17,16,Pass,None,2024-03-15
SMP002036,9,12,Pass,None,2024-03-15
SMP002037,4,8,Pass,None,2024-03-15
SMP002038,5,3,Pass,None,2024-03-15
SMP002039,6,6,Fail,Formalin,2024-03-15
SMP002040,7,10,Pass,None,2024-03-15
SMP002041,23,12,Pass,None,2024-03-15
SMP002042,16,11,Pass,None,2024-03-15
SMP002043,15,12,Fail,Formalin,2024-03-15
SMP002044,4,6,Fail,Starch,2024-03-15
SMP002045,23,12,Pass,None,2024-03-15
SMP002046,19,3,Fail,Synthetic Color,2024-03-15
SMP002047,2,3,Pass,None,2024-03-15
SMP002048,19,3,Fail,Synthetic Color,2024-03-15
SMP002049,16,15,Fail,Formalin,2024-03-15
SMP002050,3,2,Fail,Detergent,2024-03-15
SMP002051,13,13,Pass,None,2024-03-15
SMP002052,14,4,Pass,None,2024-03-15
SMP002053,5,7,Pass,None,2024-03-15
SMP002054,25,15,Pass,None,2024-03-15
SMP002055,23,10,Pass,None,2024-03-15
SMP002056,19,4,Pass,None,2024-03-16
SMP002057,13,5,Pass,None,2024-03-16
SMP002058,11,15,Pass,None,2024-03-16
SMP002059,18,6,Pass,None,2024-03-16
SMP002060,16,10,Pass,None,2024-03-16
SMP002061,2,7,Pass,None,2024-03-16
SMP002062,15,6,Pass,None,2024-03-16
SMP002063,22,4,Pass,None,2024-03-16
SMP002064,13,11,Pass,None,2024-03-16
SMP002065,2,12,Pass,None,2024-03-16
SMP002066,22,4,Fail,Detergent,2024-03-16
SMP002067,5,13,Pass,None,2024-03-16
SMP002068,7,14,Pass,None,2024-03-16
SMP002069,5,15,Pass,None,2024-03-16
SMP002070,9,3,Pass,None,2024-03-16
SMP002071,21,5,Pass,None,2024-03-16
SMP002072,15,14,Pass,None,2024-03-16
SMP002073,5,3,Fail,Synthetic Color,2024-03-16
SMP002074,23,1,Fail,Urea,2024-03-16
SMP002075,23,15,Pass,None,2024-03-16
SMP002076,23,5,Pass,None,2024-03-16
SMP002077,6,6,Fail,Urea,2024-03-16
SMP002078,13,7,Pass,None,2024-03-16
SMP002079,26,14,Pass,None,2024-03-16
SMP002080,21,5,Pass,None,2024-03-16
SMP002081,1,15,Pass,None,2024-03-16
SMP002082,2,10,Fail,Urea,2024-03-16
SMP002083,13,9,Pass,None,2024-03-16
SMP002084,24,5,Fail,Chalk Powder,2024-03-17
SMP002085,16,4,Pass,None,2024-03-17
SMP002086,14,10,Fail,Urea,2024-03-17
SMP002087,3,7,Pass,None,2024-03-17
SMP002088,18,15,Fail,Urea,2024-03-17
SMP002089,22,8,Pass,None,2024-03-17
SMP002090,10,8,Pass,None,2024-03-17
SMP002091,21,6,Fail,Formalin,2024-03-17
SMP002092,25,13,Fail,Synthetic Color,2024-03-17
SMP002093,5,6,Pass,None,2024-03-17
SMP002094,15,4,Pass,None,2024-03-17
SMP002095,8,14,Fail,Starch,2024-03-17
SMP002096,22,10,Pass,None,2024-03-17
SMP002097,17,10,Pass,None,2024-03-17
SMP002098,17,10,Fail,Formalin,2024-03-17
SMP002099,22,12,Fail,Formalin,2024-03-17
SMP002100,10,5,Pass,None,2024-03-17
SMP002101,24,1,Fail,Chalk Powder,2024-03-17
SMP002102,16,13,Fail,Synthetic Color,2024-03-17
SMP002103,5,2,Pass,None,2024-03-17
SMP002104,19,12,Fail,Detergent,2024-03-17
SMP002105,22,2,Pass,None,2024-03-17
SMP002106,8,6,Fail,Formalin,2024-03-17
SMP002107,23,1,Pass,None,2024-03-17
SMP002108,24,8,Pass,None,2024-03-17
SMP002109,7,11,Pass,None,2024-03-17
SMP002110,26,3,Pass,None,2024-03-17
SMP002111,4,6,Pass,None,2024-03-18
SMP002112,5,15,Pass,None,2024-03-18
SMP002113,5,7,Pass,None,2024-03-18
SMP002114,24,13,Pass,None,2024-03-18
SMP002115,18,15,Fail,Formalin,2024-03-18
SMP002116,5,16,Pass,None,2024-03-18
SMP002117,12,15,Fail,Chalk Powder,2024-03-18
SMP002118,17,5,Pass,None,2024-03-18
SMP002119,3,16,Pass,None,2024-03-18
SMP002120,23,13,Fail,Starch,2024-03-18
SMP002121,22,14,Fail,Urea,2024-03-18
SMP002122,15,1,Pass,None,2024-03-18
SMP002123,25,16,Pass,None,2024-03-18
SMP002124,12,13,Pass,None,2024-03-18
SMP002125,26,13,Pass,None,2024-03-18
SMP002126,19,2,Fail,Formalin,2024-03-18
SMP002127,17,4,Pass,None,2024-03-18
SMP002128,5,16,Pass,None,2024-03-18
SMP002129,23,8,Pass,None,2024-03-18
SMP002130,12,6,Fail,Urea,2024-03-18
SMP002131,5,14,Pass,None,2024-03-18
SMP002132,1,2,Fail,Synthetic Color,2024-03-18
SMP002133,16,6,Fail,Formalin,2024-03-18
SMP002134,15,6,Pass,None,2024-03-18
SMP002135,19,5,Pass,None,2024-03-18
SMP002136,24,5,Fail,Starch,2024-03-18
SMP002137,3,4,Pass,None,2024-03-18
SMP002138,20,3,Pass,None,2024-03-19
SMP002139,5,11,Fail,Starch,2024-03-19
SMP002140,23,15,Pass,None,2024-03-19
SMP002141,22,8,Pass,None,2024-03-19
SMP002142,16,5,Fail,Synthetic Color,2024-03-19
SMP002143,19,3,Fail,Urea,2024-03-19
SMP002144,8,14,Pass,None,2024-03-19
SMP002145,13,16,Fail,Detergent,2024-03-19
SMP002146,22,5,Pass,None,2024-03-19
SMP002147,13,5,Pass,None,2024-03-19
SMP002148,9,10,Pass,None,2024-03-19
SMP002149,14,13,Pass,None,2024-03-19
SMP002150,23,7,Pass,None,2024-03-19
SMP002151,9,11,Pass,None,2024-03-19
SMP002152,5,12,Fail,Synthetic Color,2024-03-19
SMP002153,19,16,Fail,Detergent,2024-03-19
SMP002154,23,3,Pass,None,2024-03-19
SMP002155,3,16,Fail,Starch,2024-03-19
SMP002156,7,6,Fail,Starch,2024-03-19
SMP002157,5,12,Pass,None,2024-03-19
SMP002158,9,9,Fail,Formalin,2024-03-19
SMP002159,13,8,Pass,None,2024-03-19
SMP002160,21,11,Pass,None,2024-03-19
SMP002161,18,6,Pass,None,2024-03-19
SMP002162,17,2,Pass,None,2024-03-19
SMP002163,9,8,Pass,None,2024-03-19
SMP002164,23,8,Pass,None,2024-03-19
SMP002165,13,4,Pass,None,2024-03-19
SMP002166,25,16,Fail,Starch,2024-03-20
SMP002167,17,4,Pass,None,2024-03-20
SMP002168,4,6,Pass,None,2024-03-20
SMP002169,19,3,Pass,None,2024-03-20
SMP002170,9,9,Pass,None,2024-03-20
SMP002171,19,5,Pass,None,2024-03-20
SMP002172,2,8,Fail,Urea,2024-03-20
SMP002173,5,4,Fail,Starch,2024-03-20
